Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes
"Brachionus asplanchnoidis","Eukaryota;Animals;Other Animals","OHJ82","SAMN11604586","PRJNA541909","GCA_006352485.1","Contig",114.845,26.2,,"SZZS01",26013,0,"2019-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/485/GCA_006352485.1_Basp_OHJ82",,0
"Solanum pinnatisectum","Eukaryota;Plants;Land Plants","","SAMN10345391","PRJNA501777","GCA_009822675.1","Contig",238.942,35.7,,"RSCH01",708261,0,"2019-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/822/675/GCA_009822675.1_ASM982267v1",,0
"Solanum stenotomum subsp. stenotomum","Eukaryota;Plants;Land Plants","","SAMN12684888","PRJNA556263","GCA_009849785.1","Contig",945,35,,"WBHZ01",249907,0,"2020-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/785/GCA_009849785.1_ASM984978v1",,0
"Syngnathus acus","Eukaryota;Animals;Fishes","","SAMEA104381750","PRJEB32742","GCA_901709685.1","Scaffold",234.858,43.3,,"CABFKF01",1848,0,"2019-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/709/685/GCA_901709685.1_fSynAcu1.1_alternate_haplotype",,0
"Elsinoe ampelina","Eukaryota;Fungi;Ascomycetes","CECT 20119","SAMN05445900","PRJNA334356","GCA_010093995.1","Scaffold",28.2707,49.6,,"JAAEIW01",161,0,"2020-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/995/GCA_010093995.1_Elsamp1",,0
"Caenorhabditis panamensis","Eukaryota;Animals;Roundworms","QG2080","SAMEA4837038","PRJEB28259","GCA_900883565.2","Scaffold",79.0456,42.2,,"CAAHFE01",985,0,"2019-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/883/565/GCA_900883565.2_CPANA_v1",,0
"Cercospora kikuchii","Eukaryota;Fungi;Ascomycetes","A3","SAMN10387379","PRJNA503907","GCA_005356855.1","Scaffold",33.2231,53,,"RJLT01",255,0,"2019-05-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/356/855/GCA_005356855.1_ASM535685v1",,0
"Hanseniaspora occidentalis var. occidentalis","Eukaryota;Fungi;Ascomycetes","NRRL Y-7946","SAMN11259516","PRJNA529215","GCA_004919895.1","Scaffold",11.2731,34.8,,"SRHM01",1589,0,"2019-04-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/919/895/GCA_004919895.1_ASM491989v1",,0
"Aspergillus ochraceus","Eukaryota;Fungi;Ascomycetes","AO.MF010","SAMN11458492","PRJNA533513","GCA_005784425.1","Contig",37.0943,48.7,,"VBTP01",164,0,"2019-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/425/GCA_005784425.1_ASM578442v1",,0
"Ectocarpus sp. CCAP 1310/34","Eukaryota;Other;Other","","SAMEA6359042","PRJEB25230","GCA_902705575.1","Scaffold",242.239,53,,"CACSHI01",1759,0,"2019-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/705/575/GCA_902705575.1_Esub_Assebmy_complete",,0
"Cryphonectria nitschkei","Eukaryota;Fungi;Ascomycetes","CBS 109776","SAMN03453051","PRJNA279972","GCA_004802565.1","Scaffold",41.5556,52.2,,"LAYK01",612,0,"2019-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/802/565/GCA_004802565.1_ASM480256v1",,0
"Juglans microcarpa x Juglans regia","Eukaryota;Plants;Land Plants","MS1-56","SAMN09474938","PRJNA529253","GCA_004785595.1"," Chromosome",527.896,36.4006,"chromosome 1D:CM015633.1; chromosome 1S:CM015634.1; chromosome 2D:CM015635.1; chromosome 2S:CM015636.1; chromosome 3D:CM015637.1; chromosome 3S:CM015638.1; chromosome 4D:CM015639.1; chromosome 4S:CM015640.1; chromosome 5D:CM015641.1; chromosome 5S:CM015642.1; chromosome 6D:CM015643.1; chromosome 6S:CM015644.1; chromosome 7D:CM015645.1; chromosome 7S:CM015646.1; chromosome 8D:CM015647.1; chromosome 8S:CM015648.1","QKZX01",154,0,"2019-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/785/595/GCA_004785595.1_Jm3101_v1.0",,0
"Varanus komodoensis","Eukaryota;Animals;Reptiles","Tujah","SAMN10030706","PRJNA490211","GCA_007859595.1","Scaffold",1606.42,44.1,,"VEXN01",84067,0,"2019-08-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/859/595/GCA_007859595.1_VCOM_VKom_1.0",,0
"Coniothyrium glycines","Eukaryota;Fungi;Ascomycetes","18","SAMN10820259","PRJNA523609","GCA_004523945.2","Scaffold",33.1027,52.2,,"SPUQ02",262,0,"2019-03-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/523/945/GCA_004523945.2_ASM452394v2",,0
"Venturia nashicola","Eukaryota;Fungi;Ascomycetes","MAFF615029","SAMN11130006","PRJNA527174","GCA_004522665.1","Contig",41.8783,46.2,,"SNSD01",198,12163,"2019-03-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/522/665/GCA_004522665.1_ASM452266v1",,12163
"Mesorhabditis belari","Eukaryota;Animals;Roundworms","JU2817","SAMEA5148845","PRJEB30104","GCA_900631935.1","Contig",32.8727,45.6,,"UZWC01",30020,0,"2019-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/631/935/GCA_900631935.1_M.Belari_Hybrid_transcriptome",,0
"Calonectria henricotiae","Eukaryota;Fungi;Ascomycetes","CBS 138102","SAMN07976783","PRJNA417077","GCA_004380885.1","Scaffold",53.52,48.9,,"PGWR01",9527,0,"2019-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/380/885/GCA_004380885.1_ASM438088v1",,0
"Stemphylium vesicarium","Eukaryota;Fungi;Ascomycetes","On16-63","SAMN12099733","PRJNA549936","GCA_008271615.1","Scaffold",40.0963,50.6,,"VHPT01",1982,0,"2019-09-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/271/615/GCA_008271615.1_ASM827161v1",,0
"Hofstenia miamia","Eukaryota;Animals;Other Animals","MS-H3","SAMN10666582","PRJNA512373","GCA_004352715.1","Scaffold",949.843,15.6,,"SCFE01",18347,0,"2019-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/352/715/GCA_004352715.1_Hmi_1.0",,0
"Scenedesmus sp. ARA","Eukaryota;Plants;Green Algae","ARA","SAMN08335871","PRJNA428298","GCA_004335915.1","Scaffold",93.2383,56.8,,"RWJJ01",1984,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/915/GCA_004335915.1_ASM433591v1",,0
"Botrytis fabae","Eukaryota;Fungi;Ascomycetes","SCD-16-611","SAMN10412280","PRJNA505227","GCA_004335035.1","Contig",43.6324,30.7,,"RSAF01",5647,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/035/GCA_004335035.1_Bfabae_SCD-16-611",,0
"Gloeostereum incarnatum","Eukaryota;Fungi;Basidiomycetes","GiC-126","SAMN13677620","PRJNA597567","GCA_010588315.1","Contig",34.5282,49.2,,"WURA01",5885,0,"2020-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/588/315/GCA_010588315.1_ASM1058831v1",,0
"Halamphora sp. AAB","Eukaryota;Other;Other","AAB","SAMN08335867","PRJNA428298","GCA_004335955.1","Scaffold",29.5545,47.5,,"QAXC01",6590,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/955/GCA_004335955.1_ASM433595v1",,0
"Dunaliella sp. WIN1","Eukaryota;Plants;Green Algae","WIN1","SAMN08335864","PRJNA428298","GCA_004335645.1","Scaffold",125.753,48.9,,"QAXF01",6266,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/645/GCA_004335645.1_ASM433564v1",,0
"Chloroidium sp. JM","Eukaryota;Plants;Green Algae","JM","SAMN08335860","PRJNA428298","GCA_004335615.1","Scaffold",60.4453,42.9,,"QAXI01",850,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/615/GCA_004335615.1_ASM433561v1",,0
"Didymella lethalis","Eukaryota;Fungi;Ascomycetes","FOR-16-620","SAMN10462190","PRJNA506599","GCA_004335255.1","Contig",33.3253,52.7,,"SAUB01",557,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/255/GCA_004335255.1_Plethalis_FOR-16-620",,0
"Hamiltosporidium magnivora","Eukaryota;Fungi;Other Fungi","IL-BN-2","SAMN08098117","PRJNA419750","GCA_004325035.1","Contig",17.1898,25.7,,"PIXR01",3833,4180,"2019-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/325/035/GCA_004325035.1_ASM432503v1",,4180
"Gouania willdenowi","Eukaryota;Animals;Fishes","","SAMEA104026382","PRJEB30360","GCA_900650505.1","Scaffold",759.273,38.2,,"CAABOW01",7674,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/650/505/GCA_900650505.1_fGouWil2.1_alternate_haplotype",,0
"Parambassis ranga","Eukaryota;Animals;Fishes","","SAMEA4675621","PRJEB30258","GCA_900651595.1","Scaffold",486.545,42.1,,"CAABQF01",2242,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/651/595/GCA_900651595.1_fParRan2.1_alternate_haplotype",,0
"Cottoperca gobio","Eukaryota;Animals;Fishes","","SAMEA104242975","PRJEB30256","GCA_900634435.1","Scaffold",671.265,41,,"CAAAFL01",11555,0,"2018-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/634/435/GCA_900634435.1_fCotGob3.1_alternate_haplotype",,0
"Globisporangium ultimum var. sporangiiferum BR650","Eukaryota;Protists;Other Protists","DAOM BR650","SAMN02981434","PRJNA169055","GCA_000387525.2","Scaffold",37.6314,51.1,,"AKYB02",5482,0,"2013-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/387/525/GCA_000387525.2_pug3_scaffolds_v1",,0
"Monosporascus cannonballus","Eukaryota;Fungi;Ascomycetes","CBS 586.93","SAMN09215313","PRJNA471727","GCA_004155895.1","Scaffold",91.0213,37,,"QJNT01",755,11582,"2019-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/155/895/GCA_004155895.1_ASM415589v1",,11582
"Alternaria tenuissima","Eukaryota;Fungi;Ascomycetes","FERA 648","SAMN06205227","PRJNA360212","GCA_004154765.1","Contig",33.5083,51,,"PDXG01",124,12792,"2019-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/154/765/GCA_004154765.1_ASM415476v1",,12757
"Drosophila nigromelanica","Eukaryota;Animals;Insects","E-22901_maw","SAMN10699368","PRJNA512892","GCA_004149465.1","Scaffold",155.318,39.6,,"SCDS01",52483,0,"2019-02-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/149/465/GCA_004149465.1_ASM414946v1",,0
"Phoma koolunga","Eukaryota;Fungi;Ascomycetes","GRP-15-464","SAMN10465103","PRJNA506611","GCA_004151145.1","Contig",43.8337,28.9,,"RWYW01",23213,0,"2019-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/151/145/GCA_004151145.1_ASM415114v1",,0
"Thecaphora thlaspeos","Eukaryota;Fungi;Basidiomycetes","LF2","SAMEA104561965","PRJEB24478","GCA_900260175.1","Contig",20.435,61.1,,"OHAK01",537,0,"2019-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/260/175/GCA_900260175.1_version_1",,0
"Drosophila lacertosa","Eukaryota;Animals;Insects","E-14007_maw","SAMN10699354","PRJNA512892","GCA_004143865.1","Scaffold",164.71,39.7,,"SCEA01",26346,0,"2019-02-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/143/865/GCA_004143865.1_ASM414386v1",,0
"Drosophila micromelanica","Eukaryota;Animals;Insects","15030.1151.01_faw","SAMN10699357","PRJNA512892","GCA_004143905.1","Scaffold",146.387,39,,"SCDX01",10511,0,"2019-02-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/143/905/GCA_004143905.1_ASM414390v1",,0
"Drosophila robusta","Eukaryota;Animals;Insects","15020-1111.10_maw","SAMN10699358","PRJNA512892","GCA_004143875.1","Scaffold",179.543,39.9,,"SCDW01",95963,0,"2019-02-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/143/875/GCA_004143875.1_ASM414387v1",,0
"Drosophila melanica","Eukaryota;Animals;Insects","15030-1141.03_maw","SAMN10699363","PRJNA512892","GCA_004143785.1","Scaffold",174.881,39.6,,"SCDU01",81121,0,"2019-02-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/143/785/GCA_004143785.1_ASM414378v1",,0
"Nannochloropsis salina CCMP537","Eukaryota;Protists;Other Protists","CCMP537","SAMN06007265","PRJNA62503","GCA_004335465.1","Scaffold",23.055,54,,"AFGJ01",2572,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/465/GCA_004335465.1_ASM433546v1",,0
"Phyllostomus discolor","Eukaryota;Animals;Mammals","MPI-MPIP mPhyDis1","SAMN09948786","PRJNA489142","GCA_004115245.1","Scaffold",2050.6,42.5,,"RXPB01",10835,0,"2019-01-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/245/GCA_004115245.1_mPhyDis1_v1.h",,0
"Claviceps spartinae","Eukaryota;Fungi;Ascomycetes","139","SAMN08798353","PRJNA449361","GCA_004016145.1","Contig",30.6926,51.4,,"QERC01",2108,0,"2019-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/016/145/GCA_004016145.1_ASM401614v1",,0
"Ascochyta lentis","Eukaryota;Fungi;Ascomycetes","F16293-3","SAMN10461969","PRJNA506513","GCA_004335145.1","Contig",41.1933,48.5,,"SATW01",3644,0,"2019-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/145/GCA_004335145.1_ASM433514v1",,0
"Suricata suricatta","Eukaryota;Animals;Mammals","BS45","SAMN07678040","PRJNA399357","GCA_004023905.1","Scaffold",2471.81,41.9,,"PITD01",349868,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/023/905/GCA_004023905.1_SurSur_v1_BIUU",,0
"Claviceps humidiphila","Eukaryota;Fungi;Ascomycetes","CCC434","SAMN08798355","PRJNA449361","GCA_004016155.1","Contig",30.4882,51.5,,"QERB01",1831,0,"2019-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/016/155/GCA_004016155.1_ASM401615v1",,0
"Claviceps aff. purpurea","Eukaryota;Fungi;Ascomycetes","PRL1580","SAMN08800200","PRJNA449361","GCA_004016105.1","Contig",28.5716,51.4,,"QEQY01",2321,0,"2019-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/016/105/GCA_004016105.1_ASM401610v1",,0
"Xylaria grammica","Eukaryota;Fungi;Ascomycetes","IHI A82","SAMN10614014","PRJNA510724","GCA_004014815.1","Scaffold",47.0391,48.1,,"RYZI01",1053,12126,"2019-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/815/GCA_004014815.1_ASM401481v1",,12126
"Floccularia luteovirens","Eukaryota;Fungi;Basidiomycetes","Y1","SAMN10425398","PRJNA505547","GCA_004012055.1","Contig",28.7608,43.3,,"RPFY01",182,0,"2019-01-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/055/GCA_004012055.1_ASM401205v1",,0
"Teratosphaeria destructans","Eukaryota;Fungi;Ascomycetes","CMW45661","SAMN12878415","PRJNA575157","GCA_010367415.1","Scaffold",27.5108,54.9,,"WBMM01",1380,0,"2020-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/367/415/GCA_010367415.1_ASM1036741v1",,0
"Strigops habroptila","Eukaryota;Animals;Birds","Jane","SAMN09948751","PRJNA489134","GCA_004011185.1","Scaffold",285.707,41.7,,"RXXF01",3728,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/011/185/GCA_004011185.1_bStrHab1_v1.h",,0
"Jimgerdemannia flammicorona","Eukaryota;Fungi;Other Fungi","AD002","SAMN05444555","PRJNA331666","GCA_003990765.1","Contig",231.316,42.8,,"RBNJ01",35354,13726,"2019-01-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/990/765/GCA_003990765.1_Jimfl_AD_1",,13469
"Saitozyma podzolica","Eukaryota;Fungi;Basidiomycetes","","SAMEA6056422","PRJEB34750","GCA_902501225.1","Scaffold",33.0061,60.4,,"CABVTK01",245,0,"2019-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/501/225/GCA_902501225.1_P6-2",,0
"Andricus grossulariae","Eukaryota;Animals;Insects","2J0L3J2C9Q","SAMN10906996","PRJNA521608","GCA_011634705.1","Scaffold",1412.75,31.3,,"JAABKJ01",229755,0,"2020-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/634/705/GCA_011634705.1_ASM1163470v1",,0
"Fusarium incarnatum","Eukaryota;Fungi;Ascomycetes","MOD1-FUNGI17","SAMN10078289","PRJNA482816","GCA_003709435.1","Contig",38.2648,48.5,,"RBJE01",325,0,"2018-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/435/GCA_003709435.1_ASM370943v1",,0
"Morchella conica CCBAS932","Eukaryota;Fungi;Ascomycetes","CCBAS932","SAMN02744829","PRJNA217205","GCA_003790465.1","Scaffold",48.2133,47.2,,"PZQV01",540,0,"2018-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/790/465/GCA_003790465.1_Morco1",,0
"Cyberlindnera americana","Eukaryota;Fungi;Ascomycetes","ChDrAdgY46","SAMN11268211","PRJNA531488","GCA_009281745.1","Scaffold",11.4738,41.2,,"SSXY01",176,0,"2019-10-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/281/745/GCA_009281745.1_ASM928174v1",,0
"Pseudonectria buxi","Eukaryota;Fungi;Ascomycetes","JAC17-19","SAMN09814112","PRJNA485774","GCA_003693515.1","Scaffold",28.5875,54.3,,"QUZE01",241,0,"2018-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/693/515/GCA_003693515.1_ASM369351v1",,0
"Venturia asperata","Eukaryota;Fungi;Ascomycetes","2202","SAMN07816570","PRJNA407103","GCA_003690305.1","Scaffold",34.1007,49.1,,"QWXK01",1744,0,"2018-10-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/690/305/GCA_003690305.1_ASM369030v1",,0
"Kodamaea ohmeri","Eukaryota;Fungi;Ascomycetes","NRRL Y-1932","SAMN08343291","PRJNA429441","GCA_003708155.1","Scaffold",12.3627,42.7,,"PPNN01",118,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/708/155/GCA_003708155.1_ASM370815v1",,0
"Trypanosomatidae sp. JR-2017a","Eukaryota;Protists;Kinetoplasts","LVH60a","SAMN07508846","PRJNA398352","GCA_003671345.1","Scaffold",54.718,0,,"NSCU01",5154,0,"2018-10-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/671/345/GCA_003671345.1_LVH60a",,0
"Golovinomyces cichoracearum","Eukaryota;Fungi;Ascomycetes","UMSG3","SAMN05414054","PRJNA329528","GCA_003611195.1","Scaffold",56.923,40.2,,"MCBQ01",22518,6761,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/195/GCA_003611195.1_ASM361119v1",,6761
"Microbotryum silenes-acaulis","Eukaryota;Fungi;Basidiomycetes","1248","SAMN09670554","PRJNA437556","GCA_003665835.1","Contig",29.349,56.2,,"QPFZ01",77,0,"2018-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/835/GCA_003665835.1_ASM366583v1",,0
"Plasmopara obducens","Eukaryota;Protists;Other Protists","H12-14-11","SAMN03787542","PRJNA287838","GCA_003640485.1","Scaffold",199.089,50.4,,"LGJC01",135646,0,"2018-10-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/485/GCA_003640485.1_ASM364048v1",,0
"Caulochytrium protostelioides","Eukaryota;Fungi;Other Fungi","ATCC 52028","SAMN09741939","PRJNA421603","GCA_003615035.1","Scaffold",10.6216,63,,"QUVS01",5001,0,"2018-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/035/GCA_003615035.1_Caupr_SCcomb",,0
"Parastagonospora avenaria f. sp. tritici","Eukaryota;Fungi;Ascomycetes","IR10_5.2b","SAMN09435535","PRJNA476481","GCA_003503205.1","Scaffold",35.6776,52,,"QVWS01",2255,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/503/205/GCA_003503205.1_ASM350320v1",,0
"Morchella importuna","Eukaryota;Fungi;Ascomycetes","M04M24","SAMN09514283","PRJNA478366","GCA_003444645.1","Scaffold",48.8592,47,,"QORM01",323,0,"2018-09-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/444/645/GCA_003444645.1_M04M24",,0
"[Candida] hispaniensis","Eukaryota;Fungi;Ascomycetes","NRRL Y-5580","SAMN08343312","PRJNA429441","GCA_003706965.1","Scaffold",10.6633,41.6,,"PPSY01",140,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/706/965/GCA_003706965.1_ASM370696v1",,0
"Yarrowia divulgata","Eukaryota;Fungi;Ascomycetes","NRRL Y-63741","SAMN08343307","PRJNA429441","GCA_003708045.1","Scaffold",21.4445,50.2,,"PPMY01",488,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/708/045/GCA_003708045.1_ASM370804v1",,0
"Aspergillus tanneri","Eukaryota;Fungi;Ascomycetes","NIH1004","SAMN09761659","PRJNA523839","GCA_004796565.1","Contig",36.9749,47.4,,"SRRN01",827,0,"2019-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/796/565/GCA_004796565.1_ASM479656v1",,0
"Yarrowia bubula","Eukaryota;Fungi;Ascomycetes","NRRL Y-63668","SAMN08343308","PRJNA429441","GCA_003707035.1","Scaffold",20.7264,46.9,,"PPMX01",811,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/707/035/GCA_003707035.1_ASM370703v1",,0
"Metschnikowia reukaufii","Eukaryota;Fungi;Ascomycetes","MR1","SAMN05510675","PRJNA336445","GCA_003401565.2","Scaffold",19.5237,41.7,,"MDYS01",121,0,"2018-08-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/401/565/GCA_003401565.2_MR1_a10",,0
"Harmonia axyridis","Eukaryota;Animals;Insects","F2-3_hC","SAMD00020366","PRJDB3183","GCA_003402655.1","Scaffold",422.831,33.2,,"BHEG01",7485,0,"2018-07-25T20:50:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/655/GCA_003402655.1_Haxy_hC_F2.3_v1",,0
"Bos indicus x Bos taurus","Eukaryota;Animals;Mammals","","SAMN08473802","PRJNA508959","GCA_003369685.2"," Chromosome",2580.76,41.8845,"chromosome 1:CM011774.1; chromosome 2:CM011775.1; chromosome 3:CM011776.1; chromosome 4:CM011777.1; chromosome 5:CM011778.1; chromosome 6:CM011779.1; chromosome 7:CM011780.1; chromosome 8:CM011781.1; chromosome 9:CM011782.1; chromosome 10:CM011783.1; chromosome 11:CM011784.1; chromosome 12:CM011785.1; chromosome 13:CM011786.1; chromosome 14:CM011787.1; chromosome 15:CM011788.1; chromosome 16:CM011789.1; chromosome 17:CM011790.1; chromosome 18:CM011791.1; chromosome 19:CM011792.1; chromosome 20:CM011793.1; chromosome 21:CM011794.1; chromosome 22:CM011795.1; chromosome 23:CM011796.1; chromosome 24:CM011797.1; chromosome 25:CM011798.1; chromosome 26:CM011799.1; chromosome 27:CM011800.1; chromosome 28:CM011801.1; chromosome 29:CM011802.1; chromosome Y:CM011803.1","PUFT02",1435,0,"2018-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/685/GCA_003369685.2_UOA_Angus_1",,0
"Aspergillus welwitschiae","Eukaryota;Fungi;Ascomycetes","CCMB 674","SAMN08607663","PRJNA436035","GCA_009761105.1","Scaffold",38.181,48.3,,"PUWS01",239,0,"2019-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/761/105/GCA_009761105.1_ASM976110v1",,0
"Pichia norvegensis","Eukaryota;Fungi;Ascomycetes","CBS 1922","SAMN08898938","PRJNA449367","GCA_003339405.1","Scaffold",9.4379,35.8,,"QAWC01",362,0,"2018-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/339/405/GCA_003339405.1_UCD_Pnorv_NO1",,0
"Drosophila athabasca","Eukaryota;Animals;Insects","PA60","SAMN12214156","PRJNA545704","GCA_008121225.1"," Chromosome",193.536,43.8812,"chromosome XL:CM017788.1; chromosome XR:CM017789.1; chromosome 3:CM017790.1; chromosome 4:CM017791.1; chromosome 5:CM017792.1","VJOV01",123,0,"2019-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/121/225/GCA_008121225.1_UCBerk_Dath_EA_1.0",,0
"Lactarius deliciosus","Eukaryota;Fungi;Basidiomycetes","MG9","SAMN09010657","PRJNA454572","GCA_003316005.1","Scaffold",55.2861,0,,"QFEB01",12799,0,"2018-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/005/GCA_003316005.1_ASM331600v1",,0
